Date,Time,TPV,TSV,HPV,HSV
 2022-11-30,15:04:29,24.98,25.00,90.50,90.00,
 2022-11-30,15:04:59,24.98,25.00,90.45,90.00,
 2022-11-30,15:05:29,24.98,25.00,90.45,90.00,
 2022-11-30,15:05:59,24.99,25.00,90.35,90.00,
 2022-11-30,15:06:29,24.98,25.00,90.14,90.00,
 2022-11-30,15:06:59,24.98,25.00,90.11,90.00,
 2022-11-30,15:07:29,24.98,25.00,90.19,90.00,
 2022-11-30,15:07:59,24.99,25.00,90.07,90.00,
 2022-11-30,15:08:29,24.99,25.00,90.10,90.00,
 2022-11-30,15:08:59,25.00,25.00,90.19,90.00,
 2022-11-30,15:09:29,25.00,25.00,90.07,90.00,
 2022-11-30,15:09:59,24.99,25.00,90.06,90.00,
 2022-11-30,15:10:29,24.99,25.00,90.04,90.00,
 2022-11-30,15:10:59,24.99,25.00,90.02,90.00,
 2022-11-30,15:11:29,24.99,25.00,89.95,90.00,
 2022-11-30,15:11:59,24.99,25.00,89.98,90.00,
 2022-11-30,15:12:29,24.99,25.00,89.99,90.00,
 2022-11-30,15:12:59,25.00,25.00,89.88,90.00,
 2022-11-30,15:13:29,24.99,25.00,89.90,90.00,
 2022-11-30,15:13:59,25.00,25.00,90.04,90.00,
 2022-11-30,15:14:29,25.00,25.00,90.06,90.00,
 2022-11-30,15:14:59,24.99,25.00,89.89,90.00,
 2022-11-30,15:15:29,25.00,25.00,89.85,90.00,
 2022-11-30,15:15:59,24.99,25.00,89.87,90.00,
 2022-11-30,15:16:29,25.00,25.00,90.03,90.00,
 2022-11-30,15:16:59,25.00,25.00,89.99,90.00,
 2022-11-30,15:17:29,24.99,25.00,90.09,90.00,
 2022-11-30,15:17:59,24.99,25.00,89.92,90.00,
 2022-11-30,15:18:29,24.99,25.00,89.95,90.00,
 2022-11-30,15:18:59,25.00,25.00,89.95,90.00,
 2022-11-30,15:19:29,25.00,25.00,90.05,90.00,
 2022-11-30,15:19:59,25.00,25.00,90.06,90.00,
 2022-11-30,15:20:29,25.00,25.00,90.09,90.00,
 2022-11-30,15:20:59,24.99,25.00,90.14,90.00,
 2022-11-30,15:21:29,25.00,25.00,90.29,90.00,
 2022-11-30,15:21:59,25.00,25.00,90.14,90.00,
 2022-11-30,15:22:29,24.99,25.00,90.06,90.00,
 2022-11-30,15:22:59,24.99,25.00,90.00,90.00,
 2022-11-30,15:23:29,24.99,25.00,90.07,90.00,
 2022-11-30,15:23:59,24.99,25.00,90.00,90.00,
 2022-11-30,15:24:29,24.99,25.00,89.96,90.00,
 2022-11-30,15:24:59,24.98,25.00,89.92,90.00,
 2022-11-30,15:25:29,24.98,25.00,89.90,90.00,
 2022-11-30,15:25:59,24.99,25.00,89.85,90.00,
 2022-11-30,15:26:29,24.99,25.00,89.97,90.00,
 2022-11-30,15:26:59,25.00,25.00,90.04,90.00,
